domainSize;nIterations;nThreads;diskWriteIntensity;airflow;materialFile;simulationMode;simulationOutputFile;avgColumnTemperature;totalTime;iterationTime
64;156250;1;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_out_seq.h5;seq;93.792694;3.439476e+00;2.201265e-05
64;156250;2;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_2threads_out_par1.h5;par1;0.000000;2.367657e+00;1.515300e-05
64;156250;3;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_3threads_out_par1.h5;par1;0.000000;2.095576e+00;1.341169e-05
64;156250;4;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_4threads_out_par1.h5;par1;0.000000;1.842825e+00;1.179408e-05
64;156250;5;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_5threads_out_par1.h5;par1;0.000000;1.889204e+00;1.209091e-05
64;156250;6;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_6threads_out_par1.h5;par1;0.000000;1.834073e+00;1.173807e-05
64;156250;7;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_7threads_out_par1.h5;par1;0.000000;1.722169e+00;1.102188e-05
64;156250;8;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_8threads_out_par1.h5;par1;0.000000;1.803475e+00;1.154224e-05
64;156250;9;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_9threads_out_par1.h5;par1;0.000000;2.058397e+00;1.317374e-05
64;156250;10;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_10threads_out_par1.h5;par1;0.000000;2.039083e+00;1.305013e-05
64;156250;11;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_11threads_out_par1.h5;par1;0.000000;1.964715e+00;1.257418e-05
64;156250;12;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_12threads_out_par1.h5;par1;0.000000;1.968236e+00;1.259671e-05
64;156250;13;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_13threads_out_par1.h5;par1;0.000000;2.039264e+00;1.305129e-05
64;156250;14;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_14threads_out_par1.h5;par1;0.000000;2.564620e+00;1.641357e-05
64;156250;15;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_15threads_out_par1.h5;par1;0.000000;4.762147e+00;3.047774e-05
64;156250;16;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_16threads_out_par1.h5;par1;0.000000;4.280473e+00;2.739503e-05
64;156250;2;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_2threads_out_par2.h5;par2;0.000000;3.001790e+00;1.921146e-05
64;156250;3;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_3threads_out_par2.h5;par2;0.000000;1.989415e+00;1.273226e-05
64;156250;4;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_4threads_out_par2.h5;par2;0.000000;1.766306e+00;1.130436e-05
64;156250;5;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_5threads_out_par2.h5;par2;0.000000;1.677865e+00;1.073833e-05
64;156250;6;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_6threads_out_par2.h5;par2;0.000000;1.685355e+00;1.078627e-05
64;156250;7;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_7threads_out_par2.h5;par2;0.000000;1.602267e+00;1.025451e-05
64;156250;8;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_8threads_out_par2.h5;par2;0.000000;1.558770e+00;9.976128e-06
64;156250;9;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_9threads_out_par2.h5;par2;0.000000;1.684128e+00;1.077842e-05
64;156250;10;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_10threads_out_par2.h5;par2;0.000000;1.793327e+00;1.147729e-05
64;156250;11;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_11threads_out_par2.h5;par2;0.000000;2.008782e+00;1.285621e-05
64;156250;12;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_12threads_out_par2.h5;par2;0.000000;1.819000e+00;1.164160e-05
64;156250;13;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_13threads_out_par2.h5;par2;0.000000;2.468417e+00;1.579787e-05
64;156250;14;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_14threads_out_par2.h5;par2;0.000000;2.080818e+00;1.331723e-05
64;156250;15;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_15threads_out_par2.h5;par2;0.000000;6.920002e+00;4.428801e-05
64;156250;16;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/64x64_16threads_out_par2.h5;par2;0.000000;3.497276e+00;2.238257e-05
128;78125;1;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/128x128_out_seq.h5;seq;88.959763;6.471665e+00;8.283731e-05
128;78125;2;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/128x128_2threads_out_par1.h5;par1;0.000000;3.544752e+00;4.537283e-05
128;78125;3;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/128x128_3threads_out_par1.h5;par1;0.000000;2.697932e+00;3.453353e-05
128;78125;4;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/128x128_4threads_out_par1.h5;par1;0.000000;2.201363e+00;2.817744e-05
128;78125;5;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/128x128_5threads_out_par1.h5;par1;0.000000;1.966581e+00;2.517224e-05
128;78125;6;25;0.001000;/lscratch/1165354.dm2/tmp_material.h5;/lscratch/1165354.dm2/128x128_6threads_out_par1.h5;par1;0.000000;1.873832e+00;2.398505e-05
