64, non-overlapped
64;156250;16;1;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;1.919704e+01;1.228610e-04
64;156250;16;11;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;2.817272e+00;1.803054e-05
64;156250;16;21;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;2.104892e+00;1.347131e-05
64;156250;16;31;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;1.828072e+00;1.169966e-05
64;156250;16;41;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;1.655916e+00;1.059786e-05
64;156250;16;51;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;1.654373e+00;1.058799e-05
64;156250;16;61;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;1.539394e+00;9.852122e-06
64;156250;16;71;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;1.494943e+00;9.567635e-06
64;156250;16;81;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;1.497675e+00;9.585120e-06
64;156250;16;91;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;1.451262e+00;9.288077e-06
64;156250;16;101;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par1.h5;par1;93.792694;1.482720e+00;9.489409e-06


64, overlapped
64;156250;16;1;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par2.h5;par2;93.792686;1.857756e+01;1.188964e-04
64;156250;16;11;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par2.h5;par2;93.792686;2.072765e+00;1.326570e-05
64;156250;16;21;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par2.h5;par2;93.792686;1.936423e+00;1.239311e-05
64;156250;16;31;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par2.h5;par2;93.792686;1.886412e+00;1.207304e-05
64;156250;16;41;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par2.h5;par2;93.792686;1.859404e+00;1.190019e-05
64;156250;16;51;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par2.h5;par2;93.792686;1.872491e+00;1.198394e-05
64;156250;16;61;0.001000;/lscratch/1165542.dm2/tmp_material.h5;/lscratch/1165542.dm2/64x64_16threads_out_par2.h5;par2;93.792686;1.855192e+00;1.187323e-05
